2023-06-01		12:18:12	bcaac84c-92b0-4b1f-94b0-b5b368a99edf	 GET	undefined	/
2023-06-01		12:18:12	041d9468-9ddc-4953-8bb8-033139e150ff	 GET	undefined	/css/style.css 
2023-06-01		12:31:01	08998f8e-150a-4124-9014-49ef27742348	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:31:01	c2621823-4458-4e4b-935a-0bb9a289fcbf	 GET	https://www.google.com	/ 
2023-06-01		12:33:54	5574354d-c519-41ab-92e0-704ad880f04a	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:33:54	7a1e66ba-484d-4919-9d1d-852f4d03d815	 GET	https://www.google.com	/ 
2023-06-01		12:36:26	67a494ae-4a93-420c-841c-def24f44fced	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:36:26	0b50f8f9-dfc5-40d0-99bb-0fbb43fa4e65	 GET	https://www.google.com	/ 
2023-06-01		12:38:17	edfac9aa-45ee-4718-8a6f-aa1415ecf7d3	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:38:17	228f9251-f9da-4182-886d-e1e1e2902a06	 GET	https://www.google.com	/ 
2023-06-01		12:39:39	7b9f88af-a3cd-476b-a3e8-fd520889aeb8	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:39:39	76d339f8-e295-410b-af17-de085a574fa2	 GET	https://www.google.com	/ 
2023-06-01		12:41:17	235c7a27-0515-487a-8b5c-16e8c10c606e	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:41:17	81f03836-5c0b-4f08-badd-119fc00cfc1b	 GET	https://www.google.com	/ 
2023-06-01		12:41:29	df00b71d-36f1-4116-a31f-81aac79c333a	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:41:29	42f49831-81e7-4de2-9e31-ccd21d716815	 GET	https://www.google.com	/ 
2023-06-01		12:47:20	cb4b68ed-cbc1-4feb-b753-4ca08862d420	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:47:20	7d560c0e-40fb-4d86-ad96-13eadb5a2ee1	 GET	https://www.google.com	/ 
2023-06-01		12:55:42	44805652-f25a-41d9-98bd-a18487fcde19	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:55:42	0de7df93-f505-4643-b686-b5dd9fb473b5	 GET	https://www.google.com	/ 
2023-06-01		12:58:59	1425d221-8010-4355-b2ce-cd3f001e6498	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:58:59	93089ab5-9580-4f0c-86fd-333fedf7a823	 GET	https://www.google.com	/ 
2023-06-01		12:59:11	9f9430f7-8d42-44a1-80e2-01dc771fb485	 OPTIONS	https://www.google.com	/ 
2023-06-01		12:59:11	6d1af4e9-bfbb-481c-9850-685089a5b6c3	 GET	https://www.google.com	/ 
2023-06-01		13:00:54	d81c0236-ecb8-4b8f-b811-8c36a7359b38	 GET	https://www.google.com	/ 
2023-06-01		13:01:31	2ad36113-56f6-4234-926f-a360b0906db9	 GET	https://www.youtube.com	/ 
2023-06-01		13:09:29	0dfd4b18-220b-4a57-88df-67738c16c774	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:09:29	f5ed08c5-0ff9-4a75-befa-63a5db651fce	 GET	https://www.google.com	/ 
2023-06-01		13:09:37	ef977be7-dc66-4da6-98c2-10a14acf28bd	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:09:37	c801cb4d-99ce-4d43-bcce-10b7430d025f	 GET	https://www.google.com	/ 
2023-06-01		13:12:42	21bf5bfd-52b4-41f8-9eae-c4216897f2e3	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:12:42	272b72da-7312-4ba2-b9a5-cabb9c0a6a50	 GET	https://www.google.com	/ 
2023-06-01		13:21:24	d0ba6c8a-d2c1-469e-bf97-451b0dd47595	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:21:24	4fd7e80f-c24a-40f3-8286-f09b642b4654	 GET	https://www.google.com	/ 
2023-06-01		13:22:15	fc79dfe9-f196-48fc-bcba-4fc3330f7372	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:22:16	13b53839-4f6a-49ed-97e1-333b157958e2	 GET	https://www.google.com	/ 
2023-06-01		13:24:43	ec960d45-a275-421f-8905-89e3d951aa86	 OPTIONS	https://www.google.com	/ 
2023-06-01		13:24:43	ce9138c2-e1be-49df-90ec-a03554a277dc	 GET	https://www.google.com	/ 
2023-06-02		11:08:45	88850267-0fbc-4ae6-8103-62c3b57acd96	 GET	undefined	/user 
2023-06-02		11:09:19	833914fc-7870-4e6f-b7f5-17731fa6dc83	 GET	undefined	/user 
2023-06-02		11:10:30	7e04e19f-18b6-4fc4-90f4-650f224e1ae3	 GET	undefined	/user 
2023-06-02		11:11:29	1e42cd48-c0f5-41a9-958b-bbf67237c757	 GET	undefined	/user 
2023-06-02		11:18:30	38e9f249-684c-48c8-bf40-6c8c79c5f517	 GET	undefined	/user 
2023-06-02		12:06:33	4d3d08f1-c48f-458e-85f9-f460c0512547	 POST	undefined	/user 
2023-06-02		12:06:46	86005d90-a9e5-4c97-ae16-ed5d080c4c36	 POST	undefined	/user 
2023-06-02		12:11:39	257d35b7-45ba-4943-a01c-1bde1a423f25	 POST	undefined	/user 
2023-06-02		12:13:00	61c5a275-123a-4e45-83ac-3decd67982c5	 POST	undefined	/user 
2023-06-02		12:13:28	c8b19547-e65b-466c-94ba-a29ccb831859	 POST	undefined	/user 
2023-06-02		12:13:45	c4c8afd0-42c7-4c62-a0bc-bfaa0a2b36ff	 POST	undefined	/user 
2023-06-02		12:14:10	ebb638b2-3cee-4dca-b56f-7456db9b8a1c	 POST	undefined	/user 
2023-06-02		12:14:21	60311099-2cc0-40a2-be83-4df79ef249e0	 POST	undefined	/user 
2023-06-02		12:16:06	b0648195-bf77-4bad-8ef0-4a247ab398b4	 POST	undefined	/user 
2023-06-02		12:16:38	84435aab-102d-4937-82db-3d1a3846b0a2	 POST	undefined	/user 
2023-06-02		12:17:17	349aebef-7945-413b-9b80-c1a73c0d05f2	 POST	undefined	/user 
2023-06-02		12:19:39	a6ecbd13-9444-4071-8ef1-c95931e43eb7	 POST	undefined	/user 
2023-06-02		12:23:13	2ab5152d-6798-4498-818f-97d9b0f5f947	 POST	undefined	/user 
2023-06-02		12:25:30	33f6e5fb-eb08-4d1c-87c9-e5c38e578f8a	 GET	undefined	/user 
2023-06-02		12:30:34	8c915aa8-af53-40ff-8883-4133a674406e	 GET	undefined	/user 
2023-06-02		12:32:15	0a65ef04-45e0-4ea4-a517-534328337b24	 POST	undefined	/user 
2023-06-02		12:32:24	34ab3a7a-95f7-4f1f-b3d2-a412e9f692e9	 GET	undefined	/user 
2023-06-02		12:33:02	42bceb22-4364-4d5c-90ba-43084ea59c38	 GET	undefined	/user 
2023-06-02		12:35:26	9a090569-67ad-462d-afda-c2048c0b4318	 GET	undefined	/user 
2023-06-02		12:35:27	e5455b47-17d2-4c48-bad8-07f69db65658	 GET	undefined	/user 
2023-06-02		13:16:34	a04f50e2-bedb-4002-b36d-71b79417c1d0	 PATCH	undefined	/user 
2023-06-02		13:17:29	376f9752-c6f8-4205-95ea-31448238fd8e	 PATCH	undefined	/user 
2023-06-02		13:17:46	b038813e-697b-429f-a701-cb4b1e3cd12c	 PATCH	undefined	/user 
2023-06-02		13:18:18	cf5d114d-e5b4-42e8-89dc-007dd2d8d7c9	 PATCH	undefined	/user 
2023-06-02		13:18:29	38735e88-e0ba-4d53-9c2b-408cb36b851a	 PATCH	undefined	/user 
2023-06-05		09:35:02	1edc691f-8d6a-41cb-8f40-471d28baa941	 PATCH	undefined	/user 
2023-06-05		09:38:12	6eca1c0a-e076-468d-817a-6ad88f6b0874	 PATCH	undefined	/user 
2023-06-05		09:40:28	f286d116-469a-4f60-819d-0d22a406a53f	 PATCH	undefined	/user 
2023-06-05		09:43:31	23e3af33-5ccb-43a6-9431-8a10b7c660f0	 PATCH	undefined	/user 
2023-06-05		09:43:48	71cc2504-3403-4b17-9237-97a1618de0c5	 PATCH	undefined	/user 
2023-06-05		09:44:05	5e48c8e6-7be0-4435-a02d-ebfac51114a3	 PATCH	undefined	/user 
2023-06-05		09:46:31	1e2fa4e7-a6cf-4365-85a8-64c98da9dae9	 PATCH	undefined	/user 
2023-06-05		09:48:44	855dec07-6f3b-4c1a-adf5-94bfb580c560	 DELETE	undefined	/user 
2023-06-05		09:49:01	fc9007e4-01f1-4f03-a2f6-058515214ff2	 DELETE	undefined	/user 
2023-06-05		09:50:33	f18f3d84-2206-4096-857f-b73edd0b3a5d	 DELETE	undefined	/user 
2023-06-05		09:50:44	0a5d00c8-77b5-4ef1-befd-c66fe2ac5f40	 GET	undefined	/user 
2023-06-05		10:15:04	2e989592-8340-48a1-ae8a-871e4f176486	 GET	undefined	/notes 
2023-06-05		10:16:12	437c3151-c968-4a5a-b483-f8d3e4b08700	 GET	undefined	/notes 
2023-06-05		10:16:26	dfa071db-d58d-4134-b67a-cb4dc50ce981	 GET	undefined	/notes 
2023-06-05		10:25:32	5057f618-4b9f-46b4-bacd-cfdb0ccfa156	 GET	undefined	/notes 
2023-06-05		10:41:07	7101a872-8538-427e-883a-036f9059d75e	 GET	undefined	/user 
2023-06-05		10:42:31	65ec444b-bda6-4868-9584-3ca2e4068710	 GET	undefined	/user 
2023-06-05		10:42:40	28038867-f875-43d2-8243-da918c2dd6a6	 POST	undefined	/user 
2023-06-06		12:47:37	9cf1c03f-9fd9-4bd8-a5bb-bf7cb1079577	 GET	http://localhost:5173	/user 
2023-06-06		12:48:29	00bb00b7-2e6b-4d26-b6fc-77ce55e9a5db	 GET	http://localhost:5173	/user 
2023-06-06		12:48:34	09f2105b-4cbb-453b-82f1-f9b4192d6043	 GET	http://localhost:5173	/user 
2023-06-06		12:48:35	45a27387-04fd-45cf-8b18-ea4afdfbf696	 GET	http://localhost:5173	/user 
2023-06-06		12:48:35	35b29b90-b308-4f59-a1a2-ce6efbb4b976	 GET	http://localhost:5173	/user 
2023-06-06		12:49:33	1015fb23-fdd2-4fb4-8179-a668a3a95afd	 GET	http://localhost:5173	/user 
2023-06-06		12:49:47	5443507e-5821-45a2-99a4-1fe78eecc393	 GET	http://localhost:5173	/users 
2023-06-06		12:49:48	562a4f1f-fa8a-4fc9-bb18-b0b1abd772fa	 GET	http://localhost:5173	/users 
2023-06-06		12:49:49	5c5696e1-9a29-442f-9c5e-d565a6665c21	 GET	http://localhost:5173	/users 
2023-06-06		12:49:49	ac61f71b-9550-4bbc-8beb-1a12cd6ec61d	 GET	http://localhost:5173	/users 
2023-06-06		12:52:04	07939390-3d8a-4c9f-b539-808ef2d6781a	 GET	http://localhost:5173	/users 
2023-06-06		12:52:06	fac0446e-6876-468e-ace2-56999e23f95a	 GET	http://localhost:5173	/users 
2023-06-06		12:52:06	f19df2ba-06c0-465c-b96b-21ae8ffa69ea	 GET	http://localhost:5173	/users 
2023-06-06		12:52:06	ff2c3d28-5bc5-4583-8321-8a091d1c580c	 GET	http://localhost:5173	/users 
2023-06-06		12:52:50	859183f7-a21b-47d2-900a-7bb763e62a49	 GET	http://localhost:5173	/users 
2023-06-06		12:57:09	7f3b80cd-970c-414e-bea2-18f64afe2290	 GET	http://localhost:5173	/users 
2023-06-06		12:57:10	be498bbc-d991-4e7a-bcb3-eb24c6ae5a65	 GET	http://localhost:5173	/users 
2023-06-06		12:57:11	df52bd52-c2f6-4d9a-8e9e-16c6fee1e8b7	 GET	http://localhost:5173	/users 
